,symbol,marketCap,priceToBook,profitMargin,revenue,bookToPrice,BookValue,s1,s2,s3
26,ALL,41516274120,1.72,0.07733108298323442,49079733554.0,0.5813953488372093,24137368674.418606,0.31076447537255925,0.31714618113398974,0.0
27,ALLE,12568751053,17.08,0.15771062380048192,2803736053.0,0.0585480093676815,735875354.3911008,0.009474268779318581,0.05537537156289988,0.0
28,ALXN,40513643156,3.17,0.10969776846939443,6323274006.0,0.31545741324921134,12780329071.293375,0.16454454139147454,0.2307732904712778,0.0
29,AMAT,115896646025,9.93,0.22149622052401474,18617750688.0,0.10070493454179255,11671364151.560926,0.15026680854760946,0.22053388796097761,0.0
30,AMCR,19595125833,4.24,0.06992880923310955,12626155589.0,0.23584905660377356,4621491941.745282,0.05950091487135046,0.1387732068672554,0.0
31,AMD,93600183528,14.66,0.2607302945873026,11829971968.0,0.06821282401091405,6384732846.384721,0.08220233862954354,0.16311199115688066,0.0
32,AME,31448618675,5.22,0.1817129637077289,4645408136.0,0.19157088122605365,6024639592.911878,0.07756619984780114,0.1584455550103709,0.0
33,AMGN,148246658164,15.76,0.2918567329626777,26166055388.0,0.06345177664974619,9406513842.8934,0.12110724987888079,0.19798344358737904,0.0
34,AMP,30174605490,5.55,-0.005412687389336817,12339381599.0,0.1801801801801802,5436865854.054054,0.06999871392761856,0.15051813659111943,0.0
35,AMT,110730723764,28.23,0.24369449460910872,8556922941.0,0.035423308537017355,3922448592.4194117,0.050500851830254975,0.12784776921923305,0.0
36,AMZN,1655871774935,16.27,0.0652492805487937,436175192607.0,0.06146281499692686,101774540561.46281,1.3103297269261294,0.6512295512642572,0.0
37,ANET,25918534523,7.2,0.28759612179879024,2545589178.0,0.1388888888888889,3599796461.527778,0.04634676107011987,0.12247670590227773,0.0
38,ANSS,28868254443,6.88,0.27725640020638154,1813429007.0,0.14534883720930233,4195967215.5523257,0.05402235711813707,0.1322301734006484,0.0
